"","pC","pD","pM","rep","stability","oscilations","resilience"
"C10058",0.2,0.33,0.47,11,TRUE,TRUE,0.313098055633768
"C10059",0.21,0.39,0.4,12,TRUE,TRUE,0.337887818512919
"C10060",0.27,0.32,0.41,13,TRUE,TRUE,0.389969533829256
"C10061",0.212121212121212,0.444444444444444,0.343434343434343,14,TRUE,TRUE,0.254762099884454
"C10062",0.36,0.37,0.27,15,FALSE,TRUE,0.441498931899934
"C10063",0.26,0.37,0.37,16,FALSE,TRUE,0.400752444417958
"C10064",0.24,0.32,0.44,17,TRUE,TRUE,0.359544707335056
"C10065",0.25,0.42,0.33,18,FALSE,TRUE,0.367135159670172
"C10066",0.17,0.42,0.41,19,TRUE,TRUE,0.336230122286513
"C10067",0.252525252525253,0.343434343434343,0.404040404040404,20,TRUE,TRUE,0.365172778344245
"C10068",0.22,0.34,0.44,1,FALSE,TRUE,0.39578063327987
"C10069",0.31,0.32,0.37,2,FALSE,TRUE,0.446642068161005
"C10070",0.2,0.33,0.47,3,TRUE,TRUE,0.266210715524988
"C10071",0.19,0.34,0.47,4,FALSE,TRUE,0.303380201046169
"C10072",0.18,0.38,0.44,5,TRUE,TRUE,0.240754536532703
"C10073",0.24,0.36,0.4,6,TRUE,TRUE,0.392571372286284
"C10074",0.26,0.43,0.31,7,TRUE,TRUE,0.434149563666062
"C10075",0.28,0.38,0.34,8,TRUE,TRUE,0.327176011120655
"C10076",0.2,0.28,0.52,9,TRUE,TRUE,0.348022535806284
"C10077",0.18,0.35,0.47,10,TRUE,TRUE,0.249029458260355
"C10078",0.27,0.34,0.39,11,TRUE,TRUE,0.395876692270856
"C10079",0.24,0.36,0.4,12,TRUE,TRUE,0.306279796292561
"C10080",0.26,0.43,0.31,13,TRUE,TRUE,0.348445251703159
"C10081",0.21,0.36,0.43,14,TRUE,TRUE,0.301836998017642
"C10082",0.242424242424242,0.383838383838384,0.373737373737374,15,FALSE,TRUE,0.510957697691199
"C10083",0.21,0.37,0.42,16,FALSE,TRUE,0.384814236608849
"C10084",0.26,0.34,0.4,17,TRUE,TRUE,0.370192515763561
"C10085",0.29,0.34,0.37,18,FALSE,TRUE,0.407876429895422
"C10086",0.2,0.39,0.41,19,TRUE,TRUE,0.332818693508606
"C10087",0.17,0.41,0.42,20,TRUE,TRUE,0.314516648737661
"C10088",0.3,0.69,0.01,1,FALSE,TRUE,0.344904288073648
"C10108",0.33,0.62,0.05,1,FALSE,TRUE,0.53102610388868
"C10109",0.33,0.6,0.07,2,FALSE,TRUE,0.511639293696452
"C10110",0.3,0.64,0.06,3,FALSE,TRUE,0.450006160367783
"C10111",0.31,0.64,0.05,4,FALSE,TRUE,0.374602489381727
"C10112",0.27,0.65,0.08,5,FALSE,TRUE,0.502557771816563
"C10113",0.37,0.59,0.04,6,FALSE,TRUE,0.438490096276814
"C10114",0.28,0.59,0.13,7,FALSE,TRUE,0.374467684190039
"C10115",0.38,0.58,0.04,8,FALSE,TRUE,0.451583074868693
"C10116",0.3,0.62,0.08,9,FALSE,TRUE,0.323347405785435
"C10117",0.4,0.5,0.1,10,FALSE,TRUE,0.391619981641155
"C10118",0.34,0.59,0.07,11,FALSE,TRUE,0.444852526087696
"C10119",0.28,0.67,0.05,12,FALSE,TRUE,0.323976009954443
"C10120",0.5,0.43,0.07,13,FALSE,TRUE,0.370952711372326
"C10121",0.39,0.55,0.06,14,FALSE,TRUE,0.322370826036763
"C10122",0.27,0.66,0.07,15,FALSE,TRUE,0.346180585862126
"C10123",0.32,0.6,0.08,16,FALSE,TRUE,0.331486887961212
"C10124",0.47,0.5,0.03,17,FALSE,FALSE,0.323788785360312
"C10125",0.27,0.63,0.1,18,TRUE,TRUE,0.355234475256331
"C10126",0.24,0.68,0.08,19,TRUE,TRUE,0.361932306905359
"C10127",0.29,0.62,0.09,20,FALSE,TRUE,0.362357143627356
"C10128",0.3,0.55,0.15,1,FALSE,TRUE,0.44693158338752
"C10129",0.27,0.6,0.13,2,FALSE,TRUE,0.398192083531444
"C10130",0.41,0.46,0.13,3,FALSE,TRUE,0.287347647457516
"C10131",0.26,0.56,0.18,4,TRUE,TRUE,0.432364446611748
"C10132",0.35,0.56,0.09,5,FALSE,TRUE,0.40130439285388
"C10133",0.29,0.57,0.14,6,FALSE,TRUE,0.37914128809184
"C10134",0.23,0.6,0.17,7,FALSE,TRUE,0.346194145604648
"C10135",0.28,0.56,0.16,8,FALSE,TRUE,0.364886723938355
"C10136",0.33,0.56,0.11,9,FALSE,TRUE,0.425784203231869
"C10137",0.34,0.51,0.15,10,FALSE,TRUE,0.537253467800693
"C10138",0.29,0.58,0.13,11,FALSE,TRUE,0.437235507084628
"C10139",0.313131313131313,0.525252525252525,0.161616161616162,12,FALSE,TRUE,0.411384354852927
"C10140",0.33,0.55,0.12,13,FALSE,TRUE,0.355223559817951
"C10141",0.32,0.51,0.17,14,FALSE,TRUE,0.365820771331891
"C10142",0.36,0.5,0.14,15,FALSE,TRUE,0.427452861602931
"C10143",0.33,0.46,0.21,16,TRUE,TRUE,0.37553558776069
"C10144",0.33,0.57,0.1,17,FALSE,TRUE,0.503244291054453
"C10145",0.3,0.62,0.08,18,FALSE,TRUE,0.387572178229235
"C10146",0.39,0.5,0.11,19,FALSE,TRUE,0.382693510965534
"C10147",0.26,0.62,0.12,20,FALSE,TRUE,0.313873455572198
"C10148",0.25,0.61,0.14,1,TRUE,TRUE,0.279052910838078
"C10149",0.29,0.58,0.13,2,FALSE,TRUE,0.28851182480838
"C10150",0.35,0.44,0.21,3,FALSE,TRUE,0.396555017661062
"C10151",0.34,0.49,0.17,4,FALSE,TRUE,0.536913101967134
"C10152",0.28,0.54,0.18,5,TRUE,TRUE,0.464692548508016
"C10153",0.28,0.49,0.23,6,FALSE,TRUE,0.343363639746445
"C10154",0.3,0.55,0.15,7,FALSE,TRUE,0.320298655457992
"C10155",0.32,0.52,0.16,8,FALSE,TRUE,0.43241078922336
"C10156",0.29,0.55,0.16,9,TRUE,TRUE,0.367743876231893
"C10157",0.23,0.59,0.18,10,FALSE,TRUE,0.359345011823078
"C10158",0.34,0.46,0.2,11,FALSE,TRUE,0.370232928664131
"C10159",0.29,0.55,0.16,12,FALSE,TRUE,0.360734229280901
"C10160",0.3,0.55,0.15,13,FALSE,TRUE,0.423138786300052
"C10161",0.262626262626263,0.585858585858586,0.151515151515152,14,TRUE,TRUE,0.392011671060455
"C10162",0.34,0.53,0.13,15,FALSE,TRUE,0.43651839628992
"C10163",0.353535353535354,0.454545454545455,0.191919191919192,16,FALSE,TRUE,0.363787164731345
"C10164",0.32,0.51,0.17,17,FALSE,TRUE,0.367121110294243
"C10165",0.14,0.67,0.19,18,TRUE,TRUE,0.323519017055712
"C10166",0.3,0.5,0.2,19,FALSE,TRUE,0.304588395241967
"C10167",0.33,0.49,0.18,20,FALSE,TRUE,0.426864301110318
"C10168",0.35,0.46,0.19,1,FALSE,TRUE,0.403969825492814
"C10169",0.22,0.58,0.2,2,TRUE,TRUE,0.36613326356878
"C10170",0.26,0.5,0.24,3,FALSE,TRUE,0.371356717512961
"C10171",0.28,0.46,0.26,4,FALSE,TRUE,0.321682938444176
"C10172",0.303030303030303,0.474747474747475,0.222222222222222,5,FALSE,TRUE,0.342605267274475
"C10173",0.37,0.4,0.23,6,FALSE,TRUE,0.406334122541607
"C10174",0.22,0.57,0.21,7,FALSE,TRUE,0.377415662200164
"C10175",0.33,0.44,0.23,8,FALSE,TRUE,0.40369455760898
"C10176",0.33,0.43,0.24,9,FALSE,TRUE,0.466908417849722
"C10177",0.31,0.46,0.23,10,FALSE,TRUE,0.550038963668635
"C10178",0.3,0.48,0.22,11,FALSE,TRUE,0.380724419712246
"C10179",0.22,0.53,0.25,12,TRUE,TRUE,0.326835502486609
"C10180",0.29,0.51,0.2,13,FALSE,TRUE,0.422227560664145
"C10181",0.25,0.5,0.25,14,FALSE,TRUE,0.452381924907501
"C10182",0.323232323232323,0.525252525252525,0.151515151515152,15,FALSE,TRUE,0.419185550445243
"C10183",0.27,0.42,0.31,16,FALSE,TRUE,0.335598662502354
"C10184",0.3,0.54,0.16,17,FALSE,TRUE,0.319459340872938
"C10185",0.232323232323232,0.494949494949495,0.272727272727273,18,TRUE,TRUE,0.345074509405233
"C10186",0.28,0.49,0.23,19,FALSE,TRUE,0.36781337208497
"C10187",0.3,0.51,0.19,20,FALSE,TRUE,0.345829996682986
"C10188",0.27,0.52,0.21,1,FALSE,TRUE,0.339767281975044
"C10189",0.25,0.55,0.2,2,TRUE,TRUE,0.43764682322849
"C10190",0.252525252525253,0.494949494949495,0.252525252525253,3,TRUE,TRUE,0.379198108944155
"C10191",0.32,0.37,0.31,4,FALSE,TRUE,0.59875064611129
"C10192",0.27,0.44,0.29,5,TRUE,TRUE,0.320872432160252
"C10193",0.31,0.41,0.28,6,FALSE,TRUE,0.343912325162221
"C10194",0.28,0.49,0.23,7,TRUE,TRUE,0.385466569458392
"C10195",0.3,0.41,0.29,8,FALSE,TRUE,0.43981525727202
"C10196",0.25,0.43,0.32,9,TRUE,TRUE,0.372517212020483
"C10197",0.24,0.47,0.29,10,TRUE,TRUE,0.320417819933817
"C10198",0.25,0.54,0.21,11,TRUE,TRUE,0.319602570100521
"C10199",0.3,0.48,0.22,12,TRUE,TRUE,0.339842500541144
"C10200",0.32,0.47,0.21,13,FALSE,TRUE,0.359983354293818
"C10201",0.31,0.48,0.21,14,FALSE,TRUE,0.395543700576688
"C10202",0.25,0.53,0.22,15,FALSE,TRUE,0.369031907360428
"C10203",0.24,0.46,0.3,16,FALSE,TRUE,0.420271353037169
"C10204",0.2,0.5,0.3,17,TRUE,TRUE,0.302411713962054
"C10205",0.2,0.46,0.34,18,TRUE,TRUE,0.33435821346965
"C10206",0.25,0.47,0.28,19,FALSE,TRUE,0.340180633815006
"C10207",0.31,0.51,0.18,20,FALSE,TRUE,0.388923100538512
"C10208",0.23,0.5,0.27,1,FALSE,TRUE,0.3856588444186
"C10209",0.26,0.46,0.28,2,FALSE,TRUE,0.411280165567955
"C10210",0.24,0.44,0.32,3,FALSE,TRUE,0.516828699801778
"C10211",0.25,0.45,0.3,4,FALSE,TRUE,0.298817997744278
"C10212",0.27,0.48,0.25,5,FALSE,TRUE,0.447864335592189
"C10213",0.27,0.39,0.34,6,TRUE,TRUE,0.296222513856979
"C10214",0.28,0.43,0.29,7,FALSE,TRUE,0.371994449380379
"C10215",0.24,0.45,0.31,8,TRUE,TRUE,0.42239194113331
"C10216",0.18,0.61,0.21,9,TRUE,TRUE,0.351635980981059
"C10217",0.26,0.43,0.31,10,TRUE,TRUE,0.339250843721377
"C10218",0.2,0.45,0.35,11,TRUE,TRUE,0.369473647886518
"C10219",0.25,0.47,0.28,12,FALSE,TRUE,0.322085086862311
"C10220",0.24,0.41,0.35,13,FALSE,TRUE,0.450388136910233
"C10221",0.23,0.49,0.28,14,FALSE,TRUE,0.327084989807343
"C10222",0.31,0.41,0.28,15,TRUE,TRUE,0.390055923150261
"C10223",0.3,0.41,0.29,16,FALSE,TRUE,0.395232830234315
"C10224",0.3,0.45,0.25,17,FALSE,TRUE,0.415102667166559
"C10225",0.21,0.41,0.38,18,TRUE,TRUE,0.405267591556314
"C10226",0.18,0.51,0.31,19,TRUE,TRUE,0.287898499738505
"C10227",0.26,0.42,0.32,20,TRUE,TRUE,0.343686654319372
"C10228",0.25,0.43,0.32,1,FALSE,TRUE,0.348548072171784
"C10229",0.27,0.38,0.35,2,TRUE,TRUE,0.345921677717741
"C10230",0.14,0.53,0.33,3,TRUE,TRUE,0.307432893256005
"C10231",0.24,0.45,0.31,4,FALSE,TRUE,0.301065782527559
"C10232",0.2,0.46,0.34,5,TRUE,TRUE,0.372304264528947
"C10233",0.25,0.4,0.35,6,TRUE,TRUE,0.363362116386217
"C10234",0.24,0.44,0.32,7,TRUE,TRUE,0.363721552173157
"C10235",0.18,0.47,0.35,8,FALSE,TRUE,0.270666943165777
"C10236",0.22,0.41,0.37,9,TRUE,TRUE,0.391882192290994
"C10237",0.282828282828283,0.343434343434343,0.373737373737374,10,TRUE,TRUE,0.352540792885046
"C10238",0.25,0.41,0.34,11,TRUE,TRUE,0.374853557954873
"C10239",0.21,0.4,0.39,12,FALSE,TRUE,0.354823275532332
"C10240",0.16,0.48,0.36,13,TRUE,TRUE,0.297804399824243
"C10241",0.17,0.45,0.38,14,TRUE,TRUE,0.276402447106643
"C10242",0.25,0.44,0.31,15,FALSE,TRUE,0.362015469953987
"C10243",0.161616161616162,0.454545454545455,0.383838383838384,16,TRUE,TRUE,0.312120747854767
"C10244",0.2,0.46,0.34,17,TRUE,TRUE,0.291565344918716
"C10245",0.25,0.44,0.31,18,TRUE,TRUE,0.426945572611893
"C10246",0.22,0.4,0.38,19,FALSE,TRUE,0.414654565821897
"C10247",0.18,0.4,0.42,20,TRUE,TRUE,0.276004709819042
"C10248",0.22,0.4,0.38,1,FALSE,TRUE,0.357227948120487
"C10249",0.22,0.33,0.45,2,TRUE,TRUE,0.310970838456482
"C10250",0.23,0.35,0.42,3,TRUE,TRUE,0.3143243248153
"C10251",0.15,0.43,0.42,4,TRUE,TRUE,0.316775206092823
"C10252",0.27,0.38,0.35,5,TRUE,TRUE,0.352490398068223
"C10253",0.18,0.44,0.38,6,TRUE,TRUE,0.368123818998988
"C10254",0.29,0.38,0.33,7,TRUE,TRUE,0.394586877771351
"C10255",0.24,0.41,0.35,8,TRUE,TRUE,0.314202431130102
"C10256",0.222222222222222,0.444444444444444,0.333333333333333,9,TRUE,TRUE,0.404585864886051
"C10257",0.16,0.38,0.46,10,TRUE,TRUE,0.293832823366019
"C10258",0.2,0.47,0.33,11,TRUE,TRUE,0.393217089540299
"C10259",0.27,0.43,0.3,12,FALSE,TRUE,0.488159431168805
"C10260",0.22,0.42,0.36,13,TRUE,TRUE,0.281075384736117
"C10261",0.23,0.47,0.3,14,FALSE,TRUE,0.355324731610004
"C10262",0.18,0.52,0.3,15,TRUE,TRUE,0.34607912601453
"C10263",0.28,0.36,0.36,16,FALSE,TRUE,0.306359025515581
"C10264",0.27,0.35,0.38,17,TRUE,TRUE,0.364445590924426
"C10265",0.29,0.38,0.33,18,FALSE,TRUE,0.492223989692454
"C10266",0.28,0.39,0.33,19,FALSE,TRUE,0.39626049529838
"C10267",0.16,0.47,0.37,20,TRUE,TRUE,0.314016567781743
"C10268",0.19,0.48,0.33,1,TRUE,TRUE,0.388129282645561
"C10269",0.22,0.36,0.42,2,TRUE,TRUE,0.332725443308098
"C10270",0.27,0.41,0.32,3,FALSE,TRUE,0.345028836038489
"C10271",0.14,0.44,0.42,4,TRUE,TRUE,0.275094676358808
"C10272",0.3,0.32,0.38,5,FALSE,TRUE,0.468351451283911
"C10273",0.21,0.34,0.45,6,TRUE,TRUE,0.323194077478772
"C10274",0.24,0.37,0.39,7,TRUE,TRUE,0.334954753131419
"C10275",0.21,0.38,0.41,8,TRUE,TRUE,0.32846447878377
"C10276",0.16,0.45,0.39,9,TRUE,TRUE,0.237038647681259
"C10277",0.25,0.46,0.29,10,TRUE,TRUE,0.328450501624044
"C10278",0.13,0.39,0.48,11,TRUE,TRUE,0.336284260853939
"C10279",0.25,0.34,0.41,12,TRUE,TRUE,0.410344919809629
"C10280",0.2,0.42,0.38,13,TRUE,TRUE,0.334080606670713
"C10281",0.24,0.45,0.31,14,FALSE,TRUE,0.369722068891023
"C10282",0.19,0.4,0.41,15,FALSE,TRUE,0.318503052383392
"C10283",0.24,0.44,0.32,16,FALSE,TRUE,0.232529077350213
"C10284",0.22,0.47,0.31,17,TRUE,TRUE,0.360404689935887
"C10285",0.28,0.34,0.38,18,FALSE,TRUE,0.479188565153155
"C10286",0.23,0.38,0.39,19,TRUE,TRUE,0.3552768221421
"C10287",0.21,0.35,0.44,20,TRUE,TRUE,0.324573306772473
"C10291",0.98,0.01,0.01,4,FALSE,TRUE,0.441015179431323
"C10323",0.81,0.01,0.18,16,FALSE,TRUE,0.433021013379588
"C10331",0.76,0.01,0.23,4,FALSE,TRUE,0.465978978131532
"C10335",0.68,0.01,0.31,8,FALSE,FALSE,0.324369789901269
"C10342",0.71,0.01,0.28,15,FALSE,FALSE,0.44903451110514
"C10357",0.66,0.01,0.33,10,FALSE,TRUE,0.598202879512995
"C10369",0.55,0.01,0.44,2,FALSE,TRUE,0.473275423301962
"C10375",0.63,0.01,0.36,8,FALSE,TRUE,0.532862261806454
"C10389",0.53,0.01,0.46,2,FALSE,TRUE,0.302838441737702
"C10393",0.56,0.01,0.43,6,FALSE,TRUE,0.515585633729733
"C10411",0.54,0.01,0.45,4,FALSE,TRUE,0.480373831896613
"C10448",0.45,0.02,0.53,1,TRUE,TRUE,0.438750410168323
"C10476",0.39,0.01,0.6,9,FALSE,TRUE,0.598802579148346
"C10480",0.36,0.01,0.63,13,TRUE,TRUE,0.400992652742417
"C10506",0.82,0.17,0.01,19,FALSE,TRUE,0.495118103500488
"C10508",0.79,0.07,0.14,1,FALSE,TRUE,0.57892804166196
"C10509",0.77,0.12,0.11,2,FALSE,TRUE,0.474924573409304
"C10510",0.72,0.12,0.16,3,FALSE,FALSE,0.500518939737119
"C10511",0.72,0.16,0.12,4,FALSE,FALSE,0.346705994188805
"C10512",0.7,0.15,0.15,5,FALSE,TRUE,0.588672966440512
"C10513",0.75,0.12,0.13,6,FALSE,TRUE,0.53890650444769
"C10514",0.79,0.12,0.09,7,FALSE,TRUE,0.630126550932825
"C10515",0.78,0.12,0.1,8,FALSE,TRUE,0.487053561916088
"C10516",0.7,0.2,0.1,9,FALSE,TRUE,0.540052790107129
"C10517",0.7,0.14,0.16,10,FALSE,TRUE,0.533061601461278
"C10518",0.74,0.1,0.16,11,FALSE,TRUE,0.445703441038957
"C10519",0.76,0.12,0.12,12,FALSE,TRUE,0.340012030320998
"C10520",0.74,0.08,0.18,13,FALSE,TRUE,0.46592420011355
"C10521",0.77,0.08,0.15,14,FALSE,TRUE,0.369839586754323
"C10522",0.77,0.15,0.08,15,FALSE,TRUE,0.491667850145173
"C10523",0.77,0.12,0.11,16,FALSE,TRUE,0.455426894079535
"C10524",0.7,0.15,0.15,17,FALSE,TRUE,0.487354798218176
"C10525",0.77,0.1,0.13,18,FALSE,FALSE,0.411592750552078
"C10526",0.83,0.06,0.11,19,FALSE,TRUE,0.576204450322785
"C10527",0.76,0.14,0.1,20,FALSE,TRUE,0.431050528233587
"C10528",0.67,0.13,0.2,1,FALSE,TRUE,0.372895027575522
"C10529",0.67,0.06,0.27,2,FALSE,TRUE,0.465538061712923
"C10530",0.67,0.12,0.21,3,FALSE,TRUE,0.526709837038056
"C10531",0.61,0.19,0.2,4,FALSE,TRUE,0.323547774194694
"C10532",0.71,0.09,0.2,5,FALSE,FALSE,0.482954267459444
"C10533",0.64,0.1,0.26,6,FALSE,TRUE,0.491835501470913
"C10534",0.75,0.12,0.13,7,FALSE,FALSE,0.267479886133519
"C10535",0.71,0.08,0.21,8,FALSE,TRUE,0.396321152266734
"C10536",0.67,0.12,0.21,9,FALSE,TRUE,0.344946580495856
"C10537",0.64,0.12,0.24,10,FALSE,TRUE,0.462721877447542
"C10538",0.67,0.12,0.21,11,FALSE,TRUE,0.565861009273577
"C10539",0.73,0.08,0.19,12,FALSE,TRUE,0.528805550906757
"C10540",0.71,0.11,0.18,13,FALSE,TRUE,0.543943318103656
"C10541",0.76,0.07,0.17,14,FALSE,TRUE,0.44702494248999
"C10542",0.64,0.12,0.24,15,FALSE,FALSE,0.353175924717685
"C10543",0.64,0.05,0.31,16,FALSE,TRUE,0.455008371000462
"C10544",0.65,0.16,0.19,17,FALSE,TRUE,0.459236107000363
"C10545",0.67,0.07,0.26,18,FALSE,FALSE,0.286877189415272
"C10546",0.63,0.17,0.2,19,FALSE,FALSE,0.344257828969365
"C10547",0.69,0.14,0.17,20,FALSE,TRUE,0.499645385198947
"C10548",0.59,0.08,0.33,1,FALSE,TRUE,0.504889097633939
"C10549",0.62,0.06,0.32,2,FALSE,TRUE,0.471370438554428
"C10550",0.6,0.1,0.3,3,FALSE,TRUE,0.532819322611794
"C10551",0.61,0.13,0.26,4,FALSE,TRUE,0.476079031372569
"C10552",0.6,0.08,0.32,5,FALSE,FALSE,0.407757779146185
"C10553",0.68,0.07,0.25,6,FALSE,TRUE,0.402154616221251
"C10554",0.5,0.12,0.38,7,FALSE,TRUE,0.445693240456991
"C10555",0.52,0.12,0.36,8,FALSE,TRUE,0.537002866142946
"C10556",0.47,0.08,0.45,9,FALSE,TRUE,0.433190702141983
"C10557",0.61,0.12,0.27,10,FALSE,TRUE,0.45931508465923
"C10558",0.6,0.08,0.32,11,FALSE,TRUE,0.502624429398978
"C10559",0.62,0.1,0.28,12,FALSE,TRUE,0.529192982710039
"C10560",0.66,0.11,0.23,13,FALSE,FALSE,0.514278525782918
"C10561",0.64,0.07,0.29,14,FALSE,TRUE,0.370050749111806
"C10562",0.6,0.14,0.26,15,FALSE,TRUE,0.496069776364268
"C10563",0.61,0.12,0.27,16,FALSE,TRUE,0.460582713394946
"C10564",0.53,0.1,0.37,17,FALSE,TRUE,0.56419633186088
"C10565",0.606060606060606,0.0909090909090909,0.303030303030303,18,FALSE,TRUE,0.50579986912907
"C10566",0.6,0.1,0.3,19,FALSE,TRUE,0.654974067152441
"C10567",0.67,0.06,0.27,20,FALSE,TRUE,0.331780452150882
"C10568",0.515151515151515,0.141414141414141,0.343434343434343,1,FALSE,TRUE,0.520934990703036
"C10569",0.52,0.1,0.38,2,TRUE,TRUE,0.388968483011018
"C10570",0.505050505050505,0.111111111111111,0.383838383838384,3,FALSE,TRUE,0.507242645361876
"C10571",0.6,0.11,0.29,4,FALSE,TRUE,0.625669590088655
"C10572",0.58,0.09,0.33,5,FALSE,FALSE,0.535091760517207
"C10573",0.56,0.05,0.39,6,FALSE,TRUE,0.537026446535386
"C10574",0.555555555555556,0.0404040404040404,0.404040404040404,7,FALSE,TRUE,0.478669075542409
"C10575",0.55,0.08,0.37,8,FALSE,FALSE,0.59429323284219
"C10576",0.58,0.04,0.38,9,FALSE,TRUE,0.47853227689358
"C10577",0.58,0.06,0.36,10,FALSE,TRUE,0.672500152456662
"C10578",0.49,0.07,0.44,11,FALSE,TRUE,0.381921198611582
"C10579",0.49,0.16,0.35,12,FALSE,TRUE,0.487746206785496
"C10580",0.59,0.08,0.33,13,FALSE,TRUE,0.547224759347911
"C10581",0.65,0.07,0.28,14,FALSE,FALSE,0.350095504380832
"C10582",0.53,0.08,0.39,15,FALSE,TRUE,0.42036980989866
"C10583",0.6,0.11,0.29,16,FALSE,TRUE,0.413895822691795
"C10584",0.48,0.15,0.37,17,FALSE,TRUE,0.335435266084068
"C10585",0.51,0.06,0.43,18,FALSE,FALSE,0.354278549968384
"C10586",0.55,0.05,0.4,19,FALSE,TRUE,0.434265432197242
"C10587",0.55,0.07,0.38,20,FALSE,TRUE,0.367624576457934
"C10588",0.47,0.06,0.47,1,FALSE,TRUE,0.563339389829934
"C10589",0.56,0.07,0.37,2,FALSE,TRUE,0.472981350059682
"C10590",0.58,0.08,0.34,3,FALSE,TRUE,0.516000763875047
"C10591",0.52,0.14,0.34,4,FALSE,TRUE,0.397530044915512
"C10592",0.47,0.08,0.45,5,FALSE,TRUE,0.493989438317188
"C10593",0.53,0.11,0.36,6,FALSE,TRUE,0.319145057936822
"C10594",0.56,0.02,0.42,7,FALSE,TRUE,0.448669915027774
"C10595",0.42,0.11,0.47,8,FALSE,FALSE,0.364629336608449
"C10596",0.58,0.11,0.31,9,FALSE,TRUE,0.535390586854665
"C10597",0.5,0.06,0.44,10,FALSE,TRUE,0.413247430970541
"C10598",0.484848484848485,0.0808080808080808,0.434343434343434,11,FALSE,TRUE,0.396663514877459
"C10599",0.51,0.12,0.37,12,FALSE,TRUE,0.321601560191751
"C10600",0.46,0.06,0.48,13,FALSE,TRUE,0.369705253209878
"C10601",0.53,0.1,0.37,14,FALSE,FALSE,0.482639495773829
"C10602",0.57,0.12,0.31,15,TRUE,TRUE,0.433623228489405
"C10603",0.48,0.14,0.38,16,FALSE,TRUE,0.547287160669581
"C10604",0.42,0.14,0.44,17,TRUE,TRUE,0.487024183478715
"C10605",0.48,0.04,0.48,18,TRUE,TRUE,0.423976696367588
"C10606",0.45,0.09,0.46,19,FALSE,TRUE,0.537751358701542
"C10607",0.56,0.08,0.36,20,FALSE,TRUE,0.450043436570528
"C10608",0.51,0.06,0.43,1,FALSE,TRUE,0.349475330013777
"C10609",0.43,0.08,0.49,2,FALSE,TRUE,0.467226010321982
"C10610",0.46,0.07,0.47,3,FALSE,TRUE,0.597230551003136
"C10611",0.51,0.08,0.41,4,FALSE,TRUE,0.52625591746247
"C10612",0.44,0.07,0.49,5,FALSE,TRUE,0.426591366927489
"C10613",0.42,0.09,0.49,6,FALSE,TRUE,0.477011781204809
"C10614",0.59,0.06,0.35,7,FALSE,TRUE,0.425112497483969
"C10615",0.41,0.11,0.48,8,TRUE,TRUE,0.443298207615355
"C10616",0.48,0.07,0.45,9,FALSE,TRUE,0.367226419763072
"C10617",0.46,0.05,0.49,10,FALSE,TRUE,0.585276915616935
"C10618",0.48,0.08,0.44,11,FALSE,TRUE,0.393910671502379
"C10619",0.4,0.13,0.47,12,FALSE,TRUE,0.47554754263932
"C10620",0.43,0.03,0.54,13,FALSE,TRUE,0.339349543418242
"C10621",0.44,0.05,0.51,14,FALSE,TRUE,0.427680942491811
"C10622",0.45,0.06,0.49,15,FALSE,TRUE,0.39071266327591
"C10623",0.49,0.06,0.45,16,FALSE,TRUE,0.473050191776003
"C10624",0.45,0.08,0.47,17,FALSE,TRUE,0.511716766687975
"C10625",0.44,0.06,0.5,18,TRUE,TRUE,0.420497745550765
"C10626",0.56,0.03,0.41,19,FALSE,TRUE,0.372232674029409
"C10627",0.43,0.06,0.51,20,FALSE,TRUE,0.359174034609513
"C10628",0.47,0.1,0.43,1,FALSE,TRUE,0.482829732127761
"C10629",0.44,0.06,0.5,2,FALSE,TRUE,0.378479795609569
"C10630",0.39,0.07,0.54,3,TRUE,TRUE,0.606166681622849
"C10631",0.45,0.07,0.48,4,TRUE,TRUE,0.420533044268075
"C10632",0.4,0.08,0.52,5,TRUE,TRUE,0.420258730323063
"C10633",0.43,0.06,0.51,6,TRUE,TRUE,0.424060531640562
"C10634",0.52,0.04,0.44,7,FALSE,TRUE,0.572881336674261
"C10635",0.434343434343434,0.0606060606060606,0.505050505050505,8,TRUE,TRUE,0.462375733933062
"C10636",0.41,0.07,0.52,9,FALSE,TRUE,0.345185102378897
"C10637",0.44,0.09,0.47,10,FALSE,TRUE,0.450520996222883
"C10638",0.37,0.13,0.5,11,TRUE,TRUE,0.41457382742194
"C10639",0.46,0.1,0.44,12,FALSE,TRUE,0.311072570570691
"C10640",0.52,0.05,0.43,13,FALSE,FALSE,0.28049038088065
"C10641",0.45,0.05,0.5,14,FALSE,TRUE,0.378438206028326
"C10642",0.53,0.05,0.42,15,FALSE,TRUE,0.39540803946021
"C10643",0.43,0.04,0.53,16,FALSE,TRUE,0.423302691594466
"C10644",0.42,0.08,0.5,17,FALSE,TRUE,0.387590239928895
"C10645",0.5,0.08,0.42,18,FALSE,TRUE,0.418480729244957
"C10646",0.51,0.06,0.43,19,FALSE,TRUE,0.547522624557547
"C10647",0.37,0.06,0.57,20,FALSE,TRUE,0.426310930337022
"C10648",0.28,0.1,0.62,1,TRUE,TRUE,0.343837516139678
"C10649",0.41,0.05,0.54,2,TRUE,TRUE,0.400779816100357
"C10650",0.32,0.14,0.54,3,TRUE,TRUE,0.399124997322837
"C10651",0.44,0.02,0.54,4,FALSE,TRUE,0.533367772884458
"C10652",0.37,0.07,0.56,5,TRUE,TRUE,0.503357493873904
