"","time","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20"
"85",84,1.25618261109271,1.05910307653811,1.1519761741309,1.07224951546064,0.998999040699916,0.971311955950736,0.610465153895343,1.24988241939676,1.12060763316152,1.12900432276711,0.800232155750354,1.01310667775624,0.864447856091946,1.2546671274899,0.892809467066808,1.27534914416903,1.23619130831821,1.11094383775973,1.06332694304373,1.19034302161644
"86",85,1.25618270623203,1.05910296844111,1.15197622939866,1.07224943824086,0.998999128698466,0.971311973142904,0.610464439199967,1.24988240642417,1.1206076667965,1.12900433303975,0.800231974491104,1.01310665134182,0.864447939145957,1.25466712437682,0.892809469559596,1.27534927993294,1.23619138109033,1.11094386294292,1.06332710880159,1.19034306166505
"87",86,1.25618278849454,1.05910287402222,1.1519762769314,1.07224937006088,0.998999203224641,0.971311987165208,0.610463816517013,1.249882394108,1.12060769540132,1.12900434118463,0.800231817062857,1.01310662829322,0.864448011764005,1.25466712134027,0.892809471501806,1.27534939714133,1.23619144336009,1.11094388425406,1.06332725196019,1.19034309553205
"88",87,1.25618285966198,1.05910279157745,1.15197631784632,1.07224930991398,0.998999266363643,0.971311998585979,0.610463274027782,1.2498823825518,1.12060771974804,1.12900434762207,0.800231680339696,1.01310660820446,0.864448075250871,1.25466711844316,0.892809473015552,1.27534949836906,1.23619149669045,1.11094390231662,1.06332737563557,1.19034312419539
"89",88,1.25618292126241,1.05910271960974,1.15197635309316,1.07224925689564,0.998999319874687,0.971312007873382,0.610462801426736,1.24988237181102,1.12060774048694,1.12900435269155,0.800231561603818,1.01310659071364,0.864448130748843,1.25466711572482,0.892809474196375,1.27534958582701,1.2361915424039,1.11094391764926,1.06332748250833,1.19034314847465
"90",89,1.25618297460758,1.05910265680493,1.15197638348034,1.07224921019518,0.998999365242434,0.971312015412887,0.610462389728658,1.24988236190556,1.12060775816628,1.12900435666699,0.800231458492701,1.01310657549925,0.864448179257931,1.25466711320717,0.892809475118885,1.27534966141465,1.23619158162078,1.11094393068412,1.0633275748854,1.19034316905723
"91",90,1.25618302082461,1.05910260201025,1.15197640969685,1.0722491690876,0.998999403720236,0.971312021521718,0.610462031100221,1.24988235282968,1.12060777324872,1.12900435976923,0.800231368953002,1.01310656227652,0.864448221653564,1.25466711089959,0.892809475841235,1.27534972676489,1.23619161529119,1.11094394178179,1.06332765475298,1.19034318652012
"92",91,1.25618306088284,1.05910255421521,1.15197643233058,1.07224913292589,0.998999436366512,0.971312026460784,0.610461718712919,1.24988234455949,1.12060778612507,1.12900436217611,0.800231291200371,1.01310655079389,0.864448258702064,1.25466710880249,0.89280947640866,1.27534978328223,1.23619164422173,1.11094395124367,1.06332772382176,1.19034320134804
"93",92,1.25618309561662,1.05910251253456,1.15197645188377,1.07224910113357,0.998999464075363,0.971312030444544,0.610461446614654,1.24988233705882,1.12060779712578,1.12900436403064,0.800231223684421,1.01310654082964,0.864448291074204,1.25466710691017,0.892809476856277,1.27534983217541,1.23619166909796,1.11094395932202,1.06332778356572,1.19034321394854
"94",93,1.25618312574469,1.05910247619326,1.15197646878595,1.07224907319794,0.998999487602323,0.971312033649156,0.61046120961766,1.24988233028364,1.12060780653048,1.12900436544774,0.800231165058215,1.01310653218881,0.86444831935707,1.25466710521282,0.892809477211288,1.27534987448514,1.23619169050316,1.11094396622837,1.06332783525533,1.1903432246646
"95",94,1.25618315188668,1.05910244451307,1.15197648340488,1.07224904866361,0.99899950758605,0.971312036219208,0.610461003200673,1.24988232418535,1.12060781457604,1.12900436651956,0.800231114151694,1.01310652470022,0.864448344064457,1.25466710369812,0.89280947749472,1.27534991110798,1.23619170893409,1.11094397214036,1.06332787998604,1.19034323378503
"96",95,1.25618317457716,1.05910241690076,1.15197649605578,1.07224902712668,0.998999524566589,0.971312038273277,0.610460823423572,1.24988231871331,1.12060782146328,1.12900436731987,0.800231069948547,1.01310651821391,0.864448365645973,1.25466710235239,0.892809477722792,1.27534994281665,1.23619172481427,1.11094397720742,1.06332791870274,1.1903432415533
"97",96,1.25618319427763,1.05910239283769,1.15197650700907,1.07224900822933,0.998999539000747,0.971312039908521,0.610460666852903,1.2498823138166,1.12060782736259,1.12900436790767,0.800231031566081,1.01310651259864,0.864448384495014,1.25466710116135,0.89280947790799,1.27534997027741,1.23619173850516,1.11094398155544,1.06332795222065,1.19034324817479
"98",97,1.25618321138676,1.05910237187059,1.15197651649701,1.07224899165492,0.998999551275061,0.971312041204468,0.610460530496903,1.24988230944536,1.12060783241871,1.12900436832998,0.800230998237711,1.01310650773978,0.864448400955755,1.25466710011078,0.892809478059904,1.27534999406501,1.23619175031551,1.11094398529068,1.0633279812434,1.19034325382291
"99",98,1.25618322624917,1.05910235360351,1.15197652471923,1.07224897712357,0.998999561716717,0.971312042226141,0.610460411748828,1.24988230555161,1.12060783675464,1.12900436862422,0.80023096929773,1.01310650353726,0.864448415329269,1.25466709918687,0.892809478185888,1.27535001467545,1.23619176050933,1.11094398850297,1.06332800637847,1.19034325864418
"100",99,1.25618323916292,1.05910233769066,1.15197653184751,1.07224896438808,0.998999570602762,0.971312043026645,0.610460308337523,1.2498823020899,1.12060784047503,1.12900436882008,0.800230944168063,1.0131064999039,0.864448427878894,1.25466709837648,0.892809478291572,1.27535003253694,1.23619176931254,1.11094399126833,1.06332802815048,1.19034326276253
"101",100,1.25618325038593,1.05910232383013,1.15197653802973,1.07224895323033,0.998999578167869,0.971312043649289,0.610460218284322,1.24988229901764,1.12060784366895,1.12900436894107,0.800230922346757,1.01310649676378,0.864448438834937,1.25466709766735,0.89280947838126,1.2753500480193,1.2361917769187,1.11094399365125,1.06332804701259,1.19034326628285
