"","sIntProp","rep","stability","oscilations","resilience"
"504",0.1,104,TRUE,TRUE,0.335817992067208
"505",0.1,105,TRUE,TRUE,0.285829132612963
"506",0.1,106,TRUE,TRUE,0.278965936051227
"507",0.1,107,TRUE,TRUE,0.31456954202864
"508",0.1,108,TRUE,TRUE,0.316631096708134
"509",0.1,109,TRUE,TRUE,0.369657524168216
"510",0.1,110,TRUE,TRUE,0.325226960258817
"511",0.1,111,TRUE,TRUE,0.282735394803395
"512",0.1,112,TRUE,TRUE,0.360786297354147
"513",0.1,113,TRUE,TRUE,0.354344453238782
"514",0.1,114,TRUE,TRUE,0.356776780359768
"515",0.1,115,TRUE,TRUE,0.298415552207142
"516",0.1,116,TRUE,TRUE,0.295801761025803
"517",0.1,117,FALSE,TRUE,0.370761163353434
"518",0.1,118,TRUE,TRUE,0.322147789167124
"519",0.1,119,TRUE,TRUE,0.334372307591366
"520",0.1,120,TRUE,TRUE,0.326572694128885
"521",0.1,121,TRUE,TRUE,0.276812897754221
"522",0.1,122,TRUE,TRUE,0.326060183741723
"523",0.1,123,TRUE,TRUE,0.334097806139306
"524",0.1,124,TRUE,TRUE,0.310228630597079
"525",0.1,125,TRUE,TRUE,0.310487580180756
"526",0.1,126,TRUE,TRUE,0.260063327427764
"527",0.1,127,TRUE,TRUE,0.325305502751306
"528",0.1,128,TRUE,TRUE,0.308490167100203
"529",0.1,129,TRUE,TRUE,0.260781183423815
